date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,monthly_income_outlier_flag,monthly_expense_total_outlier_flag,savings_rate_outlier_flag,net_savings,year,month,discretionary_ratio,essential_ratio,expense_income_ratio
2021-07-19,1680,4566.2,2625.76,0.17,1714.73,inflation,718.0,0.36,698.12,302.37,3,492.93,95,0,298.67,3050.94,Freelance,1011.88,Insurance,Neutral,58.1,High,1940.44,1,0,0,0,1940.4399999999996,2021,7,0.11374611541039546,1.1619264517701542,0.5750427050939513
2020-12-21,1545,5962.96,2471.79,0.26,2885.02,inflation,734.0,0.24,774.16,0.0,5,630.68,83,0,846.79,1731.64,Salary,894.15,Education,Positive,71.8,High,3491.17,1,0,0,0,3491.17,2020,12,0.3425816918103884,0.7005611318113595,0.41452399479453156
2019-04-01,1732,1815.35,3471.34,0.37,2975.6,inflation,646.0,0.23,533.23,1196.54,6,1316.8,27,0,390.39,2495.72,Freelance,1164.68,Investments,Positive,65.9,Low,0.0,0,0,0,0,-1655.9900000000002,2019,4,0.11246089406396376,0.7189500308238316,1.9122152752912662
2022-02-14,1119,4741.24,2250.81,0.26,2820.0,inflation,769.0,0.56,569.44,461.04,4,856.31,52,0,690.65,2450.71,Salary,1696.36,Transportation,Positive,35.6,Low,2490.43,0,0,0,0,2490.43,2022,2,0.3068450913226794,1.088812471954541,0.4747302393466688
2023-02-09,1046,5713.73,2937.3,0.1,2445.77,inflation,571.0,0.43,425.91,537.91,7,899.39,44,0,178.65,1000.0,Salary,2037.21,Investments,Positive,89.0,Medium,2776.43,1,0,0,0,2776.4299999999994,2023,2,0.060821162291900724,0.3404487114016273,0.5140774940362951
2019-05-31,1574,3391.05,1889.03,0.36,2795.75,inflation,685.0,0.47,165.18,924.16,6,636.17,91,0,528.43,2799.05,Salary,835.42,Dining Out,Positive,87.1,Medium,1502.02,0,0,0,0,1502.0200000000002,2019,5,0.2797361608868043,1.4817393053577763,0.5570634464251485
2021-03-21,1598,5838.11,2553.87,0.3,2958.07,inflation,699.0,0.23,548.65,614.75,9,1596.93,98,0,626.11,1211.88,Salary,1597.48,Entertainment,Positive,6.6,Medium,3284.24,1,0,0,0,3284.24,2021,3,0.24516126506047686,0.4745268944777926,0.4374480782307973
2020-07-24,1081,4446.81,3056.6,0.05,3764.88,inflation,660.0,0.22,321.73,308.04,6,1459.97,31,0,393.67,2393.44,Salary,1608.21,Groceries,Positive,94.5,High,1390.21,0,0,0,0,1390.2100000000005,2020,7,0.1287934306091736,0.7830399790617026,0.6873691477710987
2021-09-17,1352,2516.74,1724.5,0.23,2638.64,inflation,753.0,0.39,518.13,777.85,5,666.38,30,0,478.8,2346.23,Salary,1115.65,Transportation,Negative,88.2,Medium,792.24,0,0,0,0,792.2399999999998,2021,9,0.27764569440417514,1.3605276891852711,0.6852118216422833
2022-03-16,1846,3873.5,4052.4,0.16,3406.47,inflation,630.0,0.41,804.56,272.07,3,251.89,22,0,828.26,2364.3,Salary,725.83,Utilities,Negative,27.1,Low,0.0,0,0,0,0,-178.9000000000001,2022,3,0.20438752344289804,0.5834320402724312,1.046185620240093
2020-04-25,1759,3391.04,4857.85,0.37,3028.27,inflation,726.0,0.17,420.55,748.4,2,1696.56,83,0,879.56,1430.28,Salary,1914.63,Healthcare,Neutral,5.9,Low,0.0,0,0,0,0,-1466.8100000000004,2020,4,0.18105952221661845,0.2944265467233447,1.4325546145135417
2021-01-20,1163,2742.74,4821.02,0.25,2859.9,inflation,656.0,0.45,524.49,440.24,2,236.41,49,0,631.79,1848.95,Salary,1398.78,Entertainment,Positive,23.7,Low,0.0,0,0,0,0,-2078.2800000000007,2021,1,0.1310490311178962,0.3835184255613957,1.7577386117532106
2022-10-12,1751,4241.91,2455.22,0.4,2132.46,inflation,700.0,0.58,419.5,370.62,5,2045.64,40,0,823.05,2871.61,Mixed,644.23,Education,Positive,30.4,Low,1786.69,0,0,0,0,1786.69,2022,10,0.3352245419962366,1.1695937634916629,0.5788005874712099
2020-08-23,1530,3287.25,2931.26,0.19,3031.49,inflation,646.0,0.27,359.77,473.27,8,1771.83,80,0,553.74,2543.09,Salary,879.83,Rent,Neutral,4.6,Low,355.99,0,0,0,0,355.9899999999998,2020,8,0.1889085239794491,0.8675757182917926,0.8917058331432048
2023-04-10,1540,2611.3,3249.69,0.13,1960.78,inflation,714.0,0.11,327.48,550.11,9,1414.14,78,0,636.52,2522.21,Salary,1048.27,Insurance,Positive,8.9,High,0.0,0,0,0,0,-638.3899999999999,2023,4,0.19587099077142742,0.7761386470709514,1.2444721020181517
2021-07-19,1756,3976.54,3184.21,0.25,3060.25,inflation,638.0,0.28,600.64,248.89,3,1177.76,60,0,269.42,3548.11,Salary,821.07,Dining Out,Negative,90.7,Medium,792.33,0,0,0,0,792.3299999999999,2021,7,0.08461125365475268,1.1142826635177956,0.8007488922530642
2023-11-06,1217,7085.77,2634.49,0.2,3372.32,normal,591.0,0.15,277.09,249.5,5,1285.7,68,0,935.51,2036.02,Mixed,1961.03,Dining Out,Negative,79.2,Medium,4451.28,1,1,0,0,4451.280000000001,2023,11,0.3551009872878622,0.7728326924755836,0.37180010076533665
2020-09-22,1295,5057.29,3549.91,0.37,2770.46,normal,690.0,0.11,0.0,436.45,8,934.99,50,0,361.84,1533.41,Salary,1269.62,Rent,Neutral,18.7,High,1507.38,0,0,0,0,1507.38,2020,9,0.10192934468761179,0.43195742990667374,0.7019391808656414
2022-12-11,1770,3817.0,2548.79,0.3,3031.17,normal,633.0,0.48,595.15,479.36,6,740.18,76,0,420.69,2180.73,Salary,1504.34,Investments,Positive,76.9,Low,1268.21,0,0,0,0,1268.21,2022,12,0.16505479070460885,0.8555942231411768,0.6677469216662301
2020-05-25,1811,2473.08,2430.52,0.38,3160.06,normal,615.0,0.56,381.69,559.53,8,227.19,95,0,619.72,1550.85,Salary,1091.69,Utilities,Positive,29.5,Medium,42.56,0,0,0,0,42.559999999999945,2020,5,0.254974244194658,0.6380733341013445,0.982790690151552
2022-01-15,1929,3620.88,3298.98,0.32,2812.08,normal,677.0,0.37,513.96,452.34,2,807.51,50,0,361.54,2728.61,Mixed,624.29,Insurance,Positive,15.9,Low,321.9,0,0,0,0,321.9000000000001,2022,1,0.10959144947832361,0.8271071664575111,0.9110989593689931
2019-08-29,1438,2823.98,1370.53,0.25,2994.82,normal,683.0,0.26,790.96,720.02,2,1547.78,28,0,836.38,1943.07,Mixed,1154.06,Healthcare,Positive,8.3,Medium,1453.45,0,0,0,0,1453.45,2019,8,0.6102602642773234,1.4177507971368741,0.48531859290788176
2022-09-12,1404,3436.35,3471.92,0.14,2674.16,normal,668.0,0.25,355.3,363.18,7,687.46,77,0,507.33,3301.4,Salary,1472.01,Insurance,Negative,97.2,Low,0.0,0,0,0,0,-35.570000000000164,2022,9,0.14612375861194957,0.9508859651144036,1.010351099276849
2022-06-14,1251,4082.03,2842.12,0.36,2462.47,normal,665.0,0.42,458.68,0.0,5,1273.22,41,0,508.05,1432.87,Salary,1135.22,Entertainment,Negative,95.8,Low,1239.91,0,0,0,0,1239.9100000000003,2022,6,0.17875740644307772,0.5041553488241172,0.6962516199048022
2022-12-11,1473,4802.07,2515.47,0.39,2934.91,normal,658.0,0.45,381.82,483.27,9,1364.88,50,0,797.62,2228.62,Salary,2006.15,Healthcare,Positive,38.9,Low,2286.6,0,0,0,0,2286.6,2022,12,0.3170858726202261,0.8859656445912693,0.523830348162355
2022-08-13,1723,2878.18,3645.56,0.37,1598.06,normal,656.0,0.23,519.37,131.94,1,1607.37,27,0,340.74,1385.69,Salary,1506.68,Utilities,Negative,31.0,Low,0.0,0,0,0,0,-767.3800000000001,2022,8,0.0934671216493488,0.380103468328597,1.266619877839468
2020-02-25,1775,4052.79,2859.19,0.08,2786.93,normal,613.0,0.15,108.61,413.18,5,528.15,24,0,523.94,1458.48,Salary,1214.6,Healthcare,Neutral,57.5,Low,1193.6,0,0,0,0,1193.6,2020,2,0.18324770302078563,0.510102511550474,0.7054868374625876
2023-03-11,1539,3284.09,4333.5,0.28,3483.4,normal,736.0,0.5,1097.54,0.0,5,872.36,71,0,850.61,3370.79,Salary,1373.45,Healthcare,Negative,97.3,Medium,0.0,0,0,0,0,-1049.4099999999999,2023,3,0.19628706588208147,0.7778446982808354,1.3195436178667455
2022-06-14,1938,4482.67,1895.59,0.32,1964.54,normal,615.0,0.59,208.76,490.81,9,1252.3,81,0,514.88,1870.53,Freelance,1238.61,Education,Neutral,8.0,Low,2587.08,1,0,0,0,2587.08,2022,6,0.2716199178092309,0.9867798416324205,0.42287074444471706
2021-03-21,1510,6429.44,4014.06,0.29,2286.01,normal,743.0,0.46,441.69,71.33,1,7.62,51,0,136.72,1790.42,Salary,811.36,Transportation,Positive,41.4,Low,2415.38,1,0,0,0,2415.3799999999997,2021,3,0.03406027812239976,0.4460371793147088,0.6243249800915788
2023-04-10,1291,3534.28,4770.88,0.1,1296.24,normal,761.0,0.13,0.0,502.91,2,1105.44,56,0,417.22,2126.88,Mixed,1580.48,Utilities,Positive,78.2,Medium,0.0,0,0,0,0,-1236.6,2023,4,0.08745137165470522,0.4458045475887048,1.3498873886619056
2022-02-14,1153,3857.32,2987.43,0.36,1991.53,normal,665.0,0.44,743.16,444.38,7,982.22,92,0,474.4,1547.33,Salary,971.23,Healthcare,Neutral,8.9,Low,869.89,0,0,0,0,869.8900000000003,2022,2,0.15879869988585507,0.5179468640269396,0.7744833200253025
2022-10-12,1866,2567.88,2611.7,0.22,3408.13,normal,663.0,0.41,505.42,0.0,1,397.39,32,0,399.37,1913.29,Freelance,1856.11,Investments,Positive,4.9,High,0.0,0,0,0,0,-43.81999999999971,2022,10,0.152915725389593,0.732584140598078,1.0170646603423834
2020-10-22,1596,3861.81,2592.12,0.29,2372.09,normal,668.0,0.6,233.29,480.43,4,1560.98,57,0,586.51,2156.66,Salary,842.44,Healthcare,Neutral,21.1,Low,1269.69,0,0,0,0,1269.69,2020,10,0.2262665308704844,0.8320062342792772,0.6712189361983112
2019-06-30,1937,5904.98,2453.74,0.25,3199.33,normal,657.0,0.56,771.88,199.68,3,557.3,77,0,562.83,3070.53,Salary,1720.5,Rent,Positive,47.3,Low,3451.24,1,0,0,0,3451.24,2019,6,0.22937638054561613,1.2513673005289887,0.41553739386077515
2022-12-11,1467,3904.36,3337.18,0.14,2056.6,normal,719.0,0.39,624.27,84.94,9,1070.12,86,0,330.17,3057.79,Salary,1191.83,Insurance,Positive,14.5,Medium,567.18,0,0,0,0,567.1800000000003,2022,12,0.09893682690175538,0.9162796133262215,0.8547316333534817
2019-07-30,1344,3266.03,3162.23,0.15,2784.68,normal,638.0,0.44,449.04,260.35,4,1311.57,28,0,353.47,1947.26,Mixed,1116.14,Entertainment,Negative,21.3,Medium,103.8,0,0,0,0,103.80000000000018,2019,7,0.11177871312333386,0.6157869604677711,0.9682182956065927
2023-04-10,1014,2414.64,2246.85,0.38,3611.74,normal,789.0,0.27,292.08,320.72,7,1247.25,73,0,617.38,2025.78,Salary,1459.79,Groceries,Positive,35.4,Low,167.79,0,0,0,0,167.78999999999996,2023,4,0.2747757972272292,0.9016089191534815,0.9305113805784714
2019-11-27,1891,5156.83,3422.85,0.18,3144.24,normal,665.0,0.29,597.49,324.29,5,1840.38,60,0,0.0,3339.38,Freelance,1375.73,Education,Negative,57.6,Medium,1733.98,0,0,0,0,1733.98,2019,11,0.0,0.9756138890106199,0.663750792638113
2020-06-24,1528,3509.23,1976.53,0.18,2721.05,normal,674.0,0.32,187.8,323.03,5,2370.01,82,0,456.32,2232.27,Freelance,1676.3,Entertainment,Positive,43.4,Medium,1532.7,0,0,0,0,1532.7,2020,6,0.23086925065645347,1.1293883725518965,0.56323751934185
2020-12-21,1701,4649.62,3809.51,0.27,2791.13,normal,655.0,0.25,418.19,283.92,3,1569.4,37,0,222.83,2384.92,Salary,1426.2,Investments,Neutral,93.8,Low,840.11,0,0,0,0,840.1099999999997,2020,12,0.05849308703744051,0.6260437694086641,0.8193164172556038
2021-01-20,1226,4437.88,3401.22,0.14,2362.42,normal,713.0,0.54,580.18,26.42,7,1269.92,30,0,465.0,1430.54,Salary,1719.24,Investments,Negative,96.9,Low,1036.66,0,0,0,0,1036.6600000000003,2021,1,0.13671564909062042,0.42059613903246484,0.7664064823744671
2019-08-29,1655,5089.88,3012.55,0.34,3143.18,normal,745.0,0.52,153.44,980.57,3,742.5,68,0,482.65,3162.15,Freelance,622.6,Healthcare,Positive,7.0,Medium,2077.33,0,0,0,0,2077.33,2019,8,0.16021310849612452,1.0496589268227914,0.5918705352581987
2019-01-31,1790,1649.12,3616.05,0.34,3228.48,normal,645.0,0.46,856.95,0.0,2,0.0,55,0,408.32,2647.16,Freelance,2062.87,Rent,Positive,89.2,High,0.0,0,0,0,0,-1966.9300000000003,2019,1,0.11291879260519073,0.7320584615810068,2.192714902493451
2022-09-12,1965,4811.4,3982.71,0.19,2707.33,normal,605.0,0.39,537.06,337.75,8,1764.95,94,0,253.62,2071.88,Mixed,1122.9,Healthcare,Positive,77.3,Low,828.69,0,0,0,0,828.6899999999996,2022,9,0.06368025791483688,0.5202186450934163,0.8277653073949371
2019-05-01,1023,4906.9,2553.71,0.14,2855.85,normal,645.0,0.31,521.18,41.58,2,999.27,38,0,464.28,2756.06,Salary,1342.65,Entertainment,Negative,27.8,Low,2353.19,0,0,0,0,2353.1899999999996,2019,5,0.1818060782156157,1.079237658152257,0.5204324522611018
2023-11-06,1277,3717.91,2049.8,0.31,2998.43,normal,692.0,0.32,413.0,626.19,2,817.84,97,0,572.42,1529.86,Salary,1238.01,Transportation,Positive,10.5,Medium,1668.11,0,0,0,0,1668.1099999999997,2023,11,0.27925651283052,0.7463459849741437,0.5513312586910388
2019-09-28,1788,2699.8,3344.48,0.36,3116.25,normal,637.0,0.22,513.32,533.78,9,1167.35,68,0,614.46,2244.25,Salary,1698.5,Insurance,Negative,22.8,Medium,0.0,0,0,0,0,-644.6799999999998,2019,9,0.18372362818734153,0.6710310720949146,1.2387880583746944
2022-04-15,1913,3782.73,2241.48,0.16,3606.0,normal,689.0,0.5,564.04,278.85,9,790.98,25,0,260.49,2092.8,Salary,1181.67,Rent,Negative,4.2,Low,1541.25,0,0,0,0,1541.25,2022,4,0.11621339472134483,0.9336688259542802,0.5925561697504184
2020-03-26,1355,5559.53,2918.58,0.32,3153.86,normal,661.0,0.24,832.8,190.64,9,1211.14,54,0,307.87,2471.55,Mixed,1794.87,Groceries,Negative,48.6,Medium,2640.95,0,0,0,0,2640.95,2020,3,0.10548622960480782,0.8468330489484613,0.5249688372938001
2019-04-01,1341,4180.17,3072.94,0.29,3012.24,normal,668.0,0.33,654.95,123.39,6,779.4,68,0,626.95,2732.29,Salary,1275.13,Dining Out,Neutral,4.8,Medium,1107.23,0,0,0,0,1107.23,2019,4,0.20402285758914918,0.8891452485242146,0.7351232126923067
2021-03-21,1974,4774.81,3451.68,0.24,2483.09,normal,663.0,0.53,633.49,694.53,7,1266.24,88,0,690.97,1026.24,Salary,1193.2,Healthcare,Positive,18.4,Medium,1323.13,0,0,0,0,1323.1300000000006,2021,3,0.2001836786724146,0.29731608955638994,0.7228936858220536
2019-04-01,1461,4471.72,2993.6,0.31,3174.48,normal,669.0,0.4,635.23,548.29,4,513.41,60,0,133.24,2743.68,Salary,1260.0,Entertainment,Neutral,58.9,Medium,1478.12,0,0,0,0,1478.1200000000003,2019,4,0.04450828433992518,0.9165152324959914,0.6694515756800514
2022-12-11,1267,4901.55,3268.16,0.14,2718.06,normal,678.0,0.41,391.75,822.76,7,1212.51,88,0,382.55,2243.09,Salary,685.52,Dining Out,Positive,2.4,High,1633.39,0,0,0,0,1633.3900000000003,2022,12,0.11705363262508568,0.6863464457064526,0.6667605145311176
2020-07-24,1404,2532.15,3592.7,0.22,2413.89,normal,696.0,0.49,849.92,521.18,5,2187.52,26,0,319.52,1519.82,Mixed,995.72,Transportation,Negative,84.2,Low,0.0,0,0,0,0,-1060.5499999999997,2020,7,0.0889358977927464,0.4230300331227211,1.4188337973658747
2021-03-21,1115,5395.68,3656.6,0.1,2801.69,normal,673.0,0.18,584.69,668.13,5,1187.26,51,0,519.8,1835.08,Freelance,300.0,Transportation,Positive,56.8,Medium,1739.08,0,0,0,0,1739.0800000000004,2021,3,0.14215391347153092,0.5018541814800634,0.6776903003884589
2019-01-01,1193,2459.45,1997.77,0.11,2848.08,normal,594.0,0.53,710.37,573.77,2,481.0,41,0,639.13,3561.47,Freelance,875.71,Healthcare,Neutral,50.4,Low,461.68,0,0,0,0,461.67999999999984,2019,1,0.3199217127096713,1.7827227358504731,0.8122832340563948
2020-04-25,1371,3218.96,4282.76,0.36,3390.91,normal,691.0,0.5,258.87,326.11,8,1178.88,41,0,742.02,1800.47,Salary,1167.34,Entertainment,Positive,80.4,Low,0.0,0,0,0,0,-1063.8000000000002,2020,4,0.17325743212321026,0.42039946202915873,1.3304794094987202
2019-04-01,1532,3718.77,3712.66,0.3,3153.8,normal,618.0,0.52,591.62,357.67,1,755.42,32,0,438.06,2616.72,Salary,1272.99,Entertainment,Positive,14.1,Medium,6.11,0,0,0,0,6.110000000000127,2019,4,0.11799087446736303,0.7048100283893488,0.9983569836263065
2023-01-10,1127,5027.58,3752.07,0.33,3211.06,normal,680.0,0.45,332.74,438.56,4,959.24,84,0,647.67,1632.29,Freelance,1374.14,Investments,Negative,27.5,Low,1275.51,0,0,0,0,1275.5099999999998,2023,1,0.17261671557300368,0.4350371928029061,0.746297423412457
2019-11-27,1661,3056.74,2519.55,0.17,2937.24,normal,733.0,0.56,386.17,684.17,8,1255.9,96,0,778.0,2123.93,Freelance,1325.17,Utilities,Neutral,22.3,High,537.19,0,0,0,0,537.1899999999996,2019,11,0.3087852989621162,0.8429798972038657,0.8242604866622613
2019-08-29,1541,3658.24,3009.93,0.18,2489.24,normal,684.0,0.6,250.23,661.53,6,955.7,28,0,282.09,1412.52,Freelance,1225.41,Investments,Positive,22.9,Medium,648.31,0,0,0,0,648.31,2019,8,0.09371978750336386,0.46928666115158824,0.8227809001049685
2022-09-12,1833,6285.31,2453.77,0.25,2848.22,normal,671.0,0.35,480.79,192.97,7,1136.0,41,0,468.34,3114.21,Freelance,1805.69,Investments,Positive,51.4,Low,3831.54,1,0,0,0,3831.5400000000004,2022,9,0.19086548454011582,1.2691531806159502,0.39039760966443976
2020-07-24,1083,5397.7,3323.68,0.29,3070.43,normal,767.0,0.26,383.68,651.95,5,608.81,83,0,90.37,3020.04,Mixed,1131.24,Groceries,Positive,74.9,Medium,2074.02,0,0,0,0,2074.02,2020,7,0.027189741491358978,0.9086434313772686,0.6157585638327435
2020-03-26,1540,4856.47,4627.69,0.06,3301.08,normal,663.0,0.55,537.15,771.96,7,729.48,34,0,680.92,1791.98,Salary,1903.92,Rent,Positive,68.8,Low,228.78,0,0,0,0,228.78000000000065,2020,3,0.14714036592770907,0.3872299138447044,0.9528917094103329
2020-02-25,1923,4305.48,3779.06,0.21,3028.18,normal,695.0,0.2,607.62,421.56,8,1516.44,66,0,166.06,3107.76,Freelance,864.77,Utilities,Positive,74.3,Medium,526.42,0,0,0,0,526.4199999999996,2020,2,0.04394214434277307,0.822363233184972,0.8777325640811245
2020-11-21,1353,4915.31,3145.92,0.35,2964.17,normal,693.0,0.34,527.76,352.61,2,1212.05,41,0,489.32,2699.6,Salary,1930.17,Rent,Positive,3.5,Medium,1769.39,0,0,0,0,1769.3900000000003,2020,11,0.15554114535652527,0.8581273522530769,0.6400247390296848
2021-03-21,1245,4066.0,3376.66,0.14,2711.57,normal,665.0,0.4,394.57,104.21,8,1177.74,51,0,338.2,2584.37,Salary,627.25,Dining Out,Neutral,33.1,High,689.34,0,0,0,0,689.3400000000001,2021,3,0.10015814443858724,0.7653628141417851,0.8304623708804721
2021-12-16,1458,2791.22,3963.88,0.22,2721.29,normal,616.0,0.13,363.32,96.27,3,1564.26,50,0,337.83,3095.28,Mixed,1014.47,Utilities,Positive,5.1,Medium,0.0,0,0,0,0,-1172.6600000000003,2021,12,0.08522710071949705,0.7808712675459398,1.4201245333581733
2019-07-30,1790,4064.85,3149.12,0.29,3156.36,normal,622.0,0.53,453.53,109.62,2,717.83,90,0,670.31,1825.0,Salary,959.12,Insurance,Neutral,46.8,High,915.73,0,0,0,0,915.73,2019,7,0.21285629001117773,0.5795269789655523,0.7747198543611695
2020-09-22,1384,3441.08,2433.06,0.12,2423.31,normal,668.0,0.11,484.03,220.58,5,1276.51,22,0,193.29,2597.37,Salary,1275.9,Entertainment,Negative,90.4,Low,1008.02,0,0,0,0,1008.02,2020,9,0.07944317032872185,1.0675322433478829,0.7070628988573355
2021-01-20,1074,5245.26,3743.35,0.07,3510.16,normal,735.0,0.41,688.89,0.0,2,741.2,44,0,452.21,2313.39,Salary,559.78,Rent,Neutral,3.8,Low,1501.91,0,0,0,0,1501.9100000000003,2021,1,0.12080355831006985,0.6179999198578813,0.7136633837026191
2019-06-30,1070,5075.63,1684.02,0.31,3846.76,normal,700.0,0.41,382.81,194.9,2,723.72,25,0,744.47,1694.69,Salary,1255.78,Utilities,Positive,41.8,Medium,3391.61,0,0,0,0,3391.61,2019,6,0.44207907269509866,1.0063360292633106,0.33178541383040133
2023-11-06,1613,3821.93,1798.56,0.36,2854.14,normal,621.0,0.1,396.48,621.16,9,1107.38,59,0,920.25,2021.03,Salary,1274.34,Transportation,Negative,77.8,Low,2023.37,0,0,0,0,2023.37,2023,11,0.5116593274619696,1.1236933991637754,0.4705894665784041
2019-07-30,1784,4018.31,1566.09,0.12,2757.69,normal,765.0,0.26,414.11,316.5,8,1123.86,98,0,238.58,1612.76,Salary,1304.51,Education,Positive,3.9,Medium,2452.22,0,0,0,0,2452.2200000000003,2019,7,0.15234118090275783,1.0298003307600458,0.3897384721437619
2023-06-09,1060,4480.67,2492.74,0.09,2720.17,normal,644.0,0.4,536.79,547.43,7,434.1,35,0,470.69,1478.47,Salary,1202.74,Investments,Positive,80.5,Medium,1987.93,0,0,0,0,1987.9300000000003,2023,6,0.18882434590049504,0.5931103925800525,0.5563319771373477
2022-06-14,1510,4552.98,3002.22,0.1,2919.41,normal,657.0,0.41,560.19,379.79,2,427.6,20,0,964.29,2484.22,Mixed,1729.39,Transportation,Negative,26.4,High,1550.76,0,0,0,0,1550.7599999999998,2022,6,0.3211923176849132,0.8274610121843169,0.6593967028188132
2020-07-24,1448,2489.96,2501.32,0.1,3124.68,normal,684.0,0.23,275.86,337.93,2,162.64,93,0,249.32,2671.5,Salary,1490.2,Insurance,Positive,81.0,Medium,0.0,0,0,0,0,-11.360000000000127,2020,7,0.09967537140389873,1.0680360769513697,1.0045623222863018
2019-08-29,1154,4763.39,3122.35,0.19,2587.44,normal,743.0,0.17,953.62,634.83,1,1558.32,85,1,398.32,2308.92,Salary,532.82,Healthcare,Positive,18.8,Low,1641.04,0,0,0,0,1641.0400000000004,2019,8,0.12757057985171424,0.7394814802952905,0.6554890529643803
2019-06-30,1713,3862.71,4210.65,0.38,3700.72,normal,687.0,0.59,513.71,349.36,5,925.57,33,0,457.18,2246.71,Salary,2098.0,Insurance,Positive,96.6,Low,0.0,0,0,0,0,-347.9399999999996,2019,6,0.10857706054884639,0.5335779511476851,1.0900766560264683
2021-10-17,1021,4077.43,2765.5,0.14,2304.88,normal,717.0,0.58,442.84,395.29,5,254.77,62,0,381.56,2243.0,Salary,1192.83,Insurance,Positive,64.3,Low,1311.93,0,0,0,0,1311.9299999999998,2021,10,0.13797143373711807,0.8110649068884469,0.6782458558454714
2022-05-15,1946,2357.92,3605.77,0.18,2843.81,normal,714.0,0.27,543.27,222.36,5,732.22,96,1,516.19,1524.27,Salary,1554.86,Entertainment,Negative,89.2,Medium,0.0,0,0,0,0,-1247.85,2022,5,0.1431566627932453,0.4227307898174315,1.529216428038271
2020-03-26,1325,3193.44,3294.84,0.39,2294.64,normal,773.0,0.3,635.95,311.31,7,1137.61,46,0,570.92,3173.48,Salary,1278.43,Investments,Positive,25.0,Medium,0.0,0,0,0,0,-101.40000000000009,2020,3,0.1732770028286654,0.9631666484563741,1.0317525928152713
2019-06-30,1058,3176.93,3386.36,0.34,3543.42,normal,667.0,0.42,423.17,347.0,8,1198.27,56,0,222.93,2993.9,Salary,607.26,Utilities,Positive,4.8,Low,0.0,0,0,0,0,-209.4300000000003,2019,6,0.0658317485441595,0.884105647361769,1.0659221323730772
2021-06-19,1866,2587.89,1265.01,0.14,3189.09,normal,533.0,0.46,355.5,380.76,1,321.91,98,0,443.39,2414.48,Salary,1245.87,Insurance,Positive,69.8,High,1322.88,0,0,0,0,1322.8799999999999,2021,6,0.35050315807780175,1.9086647536383112,0.4888190765449845
2020-01-26,1633,3751.34,3193.56,0.26,3496.77,normal,658.0,0.57,674.61,396.18,6,1288.18,51,0,342.06,2869.83,Salary,2048.44,Transportation,Neutral,19.8,High,557.78,0,0,0,0,557.7800000000002,2020,1,0.10710930748130613,0.8986303686168414,0.8513117979175441
2021-09-17,1440,4377.63,2794.15,0.39,3077.36,normal,692.0,0.29,266.4,736.35,8,82.81,43,0,429.96,1431.11,Salary,1077.81,Transportation,Negative,82.7,Low,1583.48,0,0,0,0,1583.48,2021,9,0.15387863929996598,0.5121808063275056,0.6382791601848489
2019-05-31,1635,4744.85,3129.47,0.38,2529.99,normal,600.0,0.13,527.18,542.16,2,1279.96,31,0,102.14,1980.02,Salary,1114.93,Investments,Neutral,27.0,Medium,1615.38,0,0,0,0,1615.3800000000006,2019,5,0.03263811444110345,0.6327013839404116,0.6595508814820278
2019-07-30,1183,2312.95,3945.06,0.14,3176.74,normal,731.0,0.36,349.9,521.98,5,0.0,29,0,120.68,2156.2,Salary,1000.82,Rent,Positive,0.6,Medium,0.0,0,0,0,0,-1632.1100000000001,2019,7,0.03059015578977253,0.5465569598434498,1.7056399835707647
2022-08-13,1615,4252.39,4533.39,0.05,2815.98,normal,632.0,0.29,499.31,423.77,7,986.2,41,1,217.59,2445.76,Salary,903.47,Investments,Positive,32.7,Medium,0.0,0,0,0,0,-281.0,2022,8,0.04799719415272015,0.5394991386137085,1.0660804865028843
2019-12-27,1584,4819.38,2130.07,0.08,3172.58,normal,604.0,0.45,563.5,465.6,3,966.55,72,0,793.26,3060.69,Salary,1584.54,Investments,Positive,54.2,High,2689.31,0,0,0,0,2689.31,2019,12,0.3724102963752365,1.4368964400230977,0.44198008872510575
2022-02-14,1839,4859.54,3578.86,0.12,2374.28,normal,711.0,0.13,645.39,233.26,7,1010.71,44,0,491.67,2094.77,Salary,637.72,Transportation,Neutral,86.3,Medium,1280.68,0,0,0,0,1280.6799999999998,2022,2,0.13738173608355733,0.5853176709902036,0.7364606526543664
2021-03-21,1817,4624.19,3486.68,0.09,3333.08,normal,662.0,0.5,742.75,23.81,3,1188.34,25,0,493.62,2056.17,Salary,825.84,Dining Out,Negative,86.2,Low,1137.51,0,0,0,0,1137.5099999999998,2021,3,0.14157307237830832,0.5897214542200604,0.7540088101916228
2022-04-15,1190,2827.7,3448.11,0.08,3213.06,normal,713.0,0.2,1095.26,536.3,9,1142.83,35,0,580.23,1962.99,Mixed,1227.75,Investments,Neutral,27.7,Medium,0.0,0,0,0,0,-620.4100000000003,2022,4,0.16827479401759224,0.5692944830646354,1.2194044629911236
